-0.754,0.317,0.559,0.84,0.03,0.31,3144
-0.754,0.317,0.56,0.85,0.02,0.29,3136
-0.753,0.317,0.56,0.85,0.01,0.29,3144
-0.753,0.317,0.56,0.85,0.02,0.22,3143
-0.753,0.317,0.56,0.85,0.01,0.21,3142
-0.753,0.317,0.559,0.86,0.0,0.23,3135
-0.753,0.317,0.559,0.87,0.01,0.24,3135
-0.753,0.317,0.559,0.87,0.04,0.26,3134
-0.753,0.317,0.559,0.86,0.04,0.25,3136
-0.754,0.318,0.559,0.86,0.04,0.27,3134
-0.753,0.317,0.559,0.84,0.05,0.31,3135
-0.753,0.317,0.559,0.85,0.06,0.29,3134
-0.753,0.317,0.559,0.86,0.04,0.3,3135
-0.753,0.317,0.559,0.86,0.02,0.29,3134
-0.753,0.317,0.559,0.84,0.03,0.3,3134
-0.753,0.317,0.559,0.83,0.04,0.3,3133
-0.753,0.317,0.559,0.83,0.05,0.29,3134
-0.753,0.317,0.559,0.84,0.04,0.31,3132
-0.753,0.317,0.559,0.83,0.04,0.3,3133
-0.753,0.317,0.559,0.83,0.05,0.29,3132
-0.753,0.317,0.559,0.85,0.02,0.24,3132
-0.753,0.317,0.558,0.86,0.07,0.22,3131
-0.753,0.317,0.559,0.88,0.04,0.21,3144
-0.753,0.318,0.558,0.87,0.06,0.15,3151
-0.754,0.318,0.558,0.88,0.05,0.12,3150
-0.754,0.318,0.558,0.85,0.06,0.14,3196
-0.754,0.318,0.559,0.86,0.04,0.16,3240
-0.754,0.317,0.558,0.9,0.03,0.23,3356
-0.753,0.317,0.559,0.89,0.04,0.26,3261
-0.753,0.317,0.56,1.19,-0.19,0.76,3386
-0.75,0.318,0.564,1.15,-0.32,0.84,3638
-0.749,0.318,0.563,1.04,-0.18,0.59,3816
-0.749,0.318,0.563,0.94,-0.17,0.4,3882
-0.749,0.318,0.562,0.97,-0.17,0.39,3871
-0.75,0.318,0.561,0.99,-0.12,0.44,3837
-0.749,0.317,0.56,0.84,0.01,0.23,3673
-0.749,0.317,0.56,0.83,0.03,0.23,3562
-0.75,0.316,0.56,0.84,-0.04,0.35,3783
-0.75,0.316,0.56,0.87,-0.01,0.43,3881
-0.75,0.316,0.56,0.85,0.03,0.56,3882
-0.749,0.316,0.561,0.82,-0.04,0.2,3983
-0.75,0.316,0.562,0.82,-0.03,0.27,3775
-0.75,0.316,0.561,0.83,-0.01,0.31,3912
-0.75,0.316,0.561,0.83,0.01,0.32,3897
-0.751,0.316,0.561,0.79,0.0,0.3,3913
-0.751,0.316,0.561,0.81,0.03,0.34,3672
-0.751,0.316,0.561,0.81,0.03,0.29,3440
-0.751,0.316,0.561,0.81,0.03,0.29,3357
-0.751,0.316,0.561,0.81,0.04,0.28,3319
-0.751,0.315,0.56,0.81,0.04,0.32,3294
-0.752,0.315,0.56,0.81,0.06,0.35,3276
-0.752,0.316,0.56,0.77,0.05,0.32,3263
-0.753,0.315,0.56,0.8,0.04,0.34,3258
-0.753,0.315,0.56,0.81,0.05,0.41,3247
-0.754,0.315,0.56,0.82,0.06,0.4,3245
-0.754,0.315,0.56,0.83,0.06,0.38,3245
-0.754,0.315,0.56,0.83,0.05,0.38,3242
-0.754,0.315,0.56,0.82,0.04,0.38,3240
-0.754,0.315,0.56,0.83,0.02,0.35,3231
-0.754,0.315,0.56,0.88,0.03,0.31,3230
-0.755,0.315,0.56,0.87,0.01,0.26,3229
-0.755,0.315,0.56,0.87,0.02,0.26,3227
-0.755,0.315,0.56,0.87,0.02,0.29,3227
-0.754,0.315,0.56,0.87,0.0,0.25,3225
-0.755,0.315,0.56,0.87,0.01,0.26,3226
-0.754,0.315,0.56,0.85,0.01,0.23,3224
-0.754,0.315,0.56,0.85,0.01,0.21,3224
-0.754,0.315,0.56,0.86,0.01,0.26,3224
-0.754,0.315,0.56,0.86,0.01,0.26,3216
-0.755,0.315,0.56,0.85,0.0,0.27,3223
-0.755,0.315,0.56,0.85,0.0,0.24,3215
-0.755,0.315,0.56,0.84,-0.0,0.21,3214
-0.755,0.315,0.56,0.86,0.0,0.23,3215
-0.755,0.315,0.559,0.86,-0.0,0.25,3215
-0.755,0.315,0.559,0.84,-0.0,0.24,3214
-0.755,0.315,0.559,0.85,-0.0,0.29,3215
-0.755,0.315,0.559,0.85,-0.0,0.3,3213
-0.755,0.315,0.559,0.84,0.01,0.33,3213
-0.755,0.315,0.559,0.84,0.0,0.3,3212
-0.755,0.315,0.559,0.85,-0.01,0.3,3212
-0.755,0.315,0.559,0.84,-0.02,0.27,3212
-0.755,0.315,0.559,0.84,-0.02,0.28,3211
-0.755,0.315,0.56,0.84,0.01,0.29,3211
-0.755,0.315,0.56,0.84,-0.0,0.3,3211
-0.755,0.315,0.56,0.84,0.01,0.32,3212
-0.755,0.315,0.56,0.84,0.0,0.31,3210
-0.755,0.315,0.56,0.84,0.02,0.31,3210
-0.754,0.315,0.56,0.85,0.04,0.32,3212
-0.755,0.315,0.56,0.85,0.03,0.32,3210
-0.754,0.315,0.56,0.85,0.04,0.33,3210
-0.754,0.315,0.56,0.86,0.03,0.34,3212
-0.754,0.315,0.56,0.86,0.02,0.32,3210
-0.754,0.315,0.56,0.86,0.03,0.32,3210
-0.754,0.314,0.56,0.86,0.05,0.34,3211
-0.754,0.315,0.56,0.86,0.06,0.38,3209
-0.754,0.315,0.56,0.86,0.04,0.32,3210
-0.754,0.315,0.559,0.86,0.05,0.31,3211
-0.755,0.315,0.559,0.85,0.04,0.29,3211
-0.755,0.316,0.559,0.87,0.07,0.34,3209
-0.755,0.316,0.559,0.87,0.07,0.36,3198
-0.757,0.314,0.558,0.7,0.25,1.44,3208
-0.757,0.314,0.558,0.99,0.13,1.79,3210
-0.76,0.318,0.56,4.15,-2.07,3.12,3198
-0.751,0.321,0.566,10.43,-1.1,2.24,3181
-0.735,0.308,0.602,17.34,-8.39,0.4,3165
-0.74,0.313,0.592,32.71,-8.01,1.39,3152
-0.726,0.302,0.545,22.61,-15.26,-17.23,3136
-0.706,0.29,0.566,24.23,-15.56,-26.34,3129
-0.719,0.305,0.562,26.87,-14.3,-22.69,3130
-0.742,0.299,0.541,25.09,-12.97,-23.14,3130
-0.757,0.307,0.524,19.07,-14.05,-23.76,3129
-0.746,0.308,0.516,16.97,-14.2,-24.91,3132
-0.737,0.308,0.517,15.05,-13.04,-22.76,3112
-0.738,0.312,0.516,13.33,-12.14,-21.25,3088
-0.743,0.315,0.517,12.07,-10.96,-19.15,3098
-0.745,0.317,0.517,11.02,-9.76,-17.02,3180
-0.748,0.32,0.517,9.98,-8.8,-15.36,3437
-0.75,0.322,0.516,9.07,-7.91,-13.75,3402
-0.752,0.33,0.518,8.19,-7.28,-12.13,3389
-0.756,0.333,0.519,7.57,-6.5,-10.58,3480
-0.736,0.322,0.532,6.47,-6.79,-12.35,3565
-0.734,0.312,0.525,7.41,-6.22,-6.39,3630
-0.728,0.314,0.533,5.82,-5.71,-7.11,3709
-0.72,0.303,0.525,5.6,-2.63,-4.26,3849
-0.726,0.314,0.527,5.28,-2.93,-4.38,3967
-0.728,0.318,0.524,5.72,-3.23,-2.36,4056
-0.731,0.299,0.519,3.81,-4.78,-2.46,4095
-0.73,0.331,0.509,2.82,-3.4,-2.89,4095
-0.734,0.34,0.52,5.7,-0.05,6.15,4095
-0.736,0.35,0.524,4.33,-0.8,3.54,4095
-0.732,0.355,0.512,3.81,-2.41,-0.53,4095
-0.734,0.347,0.496,3.47,0.87,0.02,4095
-0.736,0.34,0.477,7.7,9.61,2.14,4072
-0.71,0.319,0.493,7.74,0.03,15.45,4088
-0.712,0.335,0.489,7.66,0.61,15.26,4095
-0.725,0.344,0.487,6.56,1.6,13.54,4095
-0.733,0.351,0.485,5.23,0.88,10.29,4095
-0.732,0.357,0.493,3.79,0.42,6.36,4095
-0.735,0.361,0.493,2.98,0.71,5.58,4095
-0.749,0.371,0.488,2.74,1.18,5.99,4095
-0.731,0.373,0.48,2.16,2.72,4.94,4095
-0.723,0.36,0.478,-0.18,1.49,3.06,4095
-0.73,0.383,0.447,2.91,4.23,13.11,4095
-0.747,0.394,0.456,0.4,1.4,6.38,4095
-0.732,0.435,0.381,-12.06,-1.23,-15.99,4095
-0.728,0.454,0.376,-15.74,-6.37,-15.65,4095
-0.711,0.443,0.371,-8.16,-6.24,-5.97,4095
-0.67,0.467,0.422,-4.3,-6.23,1.06,4024
-0.682,0.456,0.431,-4.63,-5.8,-1.24,3901
-0.686,0.447,0.434,-3.74,-5.47,-0.64,3689
-0.694,0.439,0.439,-3.17,-4.88,-0.25,3418
-0.701,0.435,0.444,-2.82,-4.52,-0.6,3278
-0.71,0.433,0.448,-2.21,-4.01,0.15,3215
-0.715,0.429,0.451,-1.97,-3.72,-0.18,3182
-0.745,0.409,0.457,-0.32,-4.5,6.57,3176
-0.748,0.409,0.457,-7.13,-0.77,7.84,3180
-0.767,0.441,0.534,-7.19,-0.87,14.28,3207
-0.756,0.417,0.512,-11.26,-0.47,11.28,3214
-0.765,0.408,0.506,-7.73,0.01,11.54,3226
-0.766,0.403,0.505,-6.95,-0.05,9.74,3226
-0.767,0.396,0.504,-5.99,0.3,9.05,3451
-0.769,0.395,0.502,-5.03,0.45,8.78,3774
-0.807,0.418,0.544,-3.57,3.38,7.72,3863
-0.77,0.328,0.513,10.58,15.52,14.79,3870
-0.777,0.339,0.483,8.14,5.79,22.51,3913
-0.76,0.344,0.455,7.56,29.58,16.4,3984
-0.786,0.356,0.395,-6.08,30.89,8.65,3995
-0.798,0.337,0.334,10.36,47.75,14.97,3999
-0.742,0.343,0.243,16.48,46.25,12.31,4027
-0.673,0.311,0.22,-1.36,16.61,13.38,3993
-0.733,0.256,0.318,23.79,37.79,17.49,3708
-0.728,0.302,0.309,25.69,33.11,17.21,3608
-0.738,0.304,0.337,22.72,33.46,12.27,3560
-0.736,0.293,0.353,23.21,31.27,14.87,3536
-0.768,0.357,0.386,21.47,19.95,19.1,3530
-0.781,0.362,0.402,14.55,31.33,1.33,3487
-0.731,0.344,0.374,11.86,18.9,-0.88,3720
-0.769,0.314,0.383,15.53,6.53,5.98,3594
-0.779,0.334,0.389,24.97,7.93,13.89,3560
-0.773,0.351,0.397,23.05,8.03,9.08,3594
-0.777,0.379,0.406,10.71,8.93,-3.02,3578
-0.803,0.341,0.412,7.68,14.55,-5.45,3629
-0.798,0.338,0.404,11.49,10.19,-6.12,3671
-0.819,0.347,0.411,3.98,10.75,-9.91,3708
-0.813,0.317,0.392,9.62,14.54,-8.83,3739
-0.841,0.333,0.38,3.33,15.03,-14.28,3774
-0.838,0.271,0.344,8.66,19.71,-10.01,3789
-0.884,0.259,0.353,4.93,6.6,-9.96,3804
-0.859,0.276,0.324,2.93,18.97,-11.91,3760
-0.82,0.257,0.285,6.26,3.51,-9.49,3800
-0.836,0.281,0.341,-2.51,-21.86,-9.23,3854
-0.848,0.268,0.372,-0.05,-8.63,-12.32,3850
-0.834,0.277,0.392,-4.22,-6.86,-21.79,3823
-0.833,0.282,0.414,-7.24,-8.46,-28.46,3770
-0.822,0.266,0.434,4.51,-11.69,-24.87,3752
-0.776,0.301,0.48,14.4,-20.84,-17.61,3736
-0.772,0.327,0.501,10.51,-18.32,-16.54,3722
-0.76,0.318,0.507,8.76,-15.01,-15.92,3386
-0.756,0.323,0.52,9.29,-15.53,-12.6,3263
-0.748,0.329,0.529,8.38,-12.64,-11.78,3215
-0.742,0.33,0.537,7.07,-12.21,-10.7,3192
-0.739,0.331,0.546,6.81,-10.8,-9.43,3174
-0.733,0.334,0.552,6.25,-9.96,-8.4,3161
-0.729,0.336,0.56,5.59,-9.07,-7.59,3147
-0.724,0.337,0.565,5.14,-8.07,-6.79,3144
-0.721,0.338,0.571,4.72,-7.45,-6.17,3131
-0.718,0.34,0.576,4.12,-6.69,-5.71,3129
-0.714,0.34,0.581,3.89,-6.1,-5.02,3127
-0.712,0.342,0.585,3.6,-5.55,-4.46,3117
-0.709,0.343,0.59,3.29,-4.98,-4.02,3144
-0.706,0.344,0.593,3.06,-4.52,-3.57,3160
-0.704,0.345,0.597,2.88,-4.05,-3.17,3130
-0.707,0.347,0.585,3.09,-5.38,-2.51,3130
-0.703,0.349,0.588,1.73,-7.41,-1.55,3131
-0.702,0.351,0.585,1.33,-7.51,-1.52,3130
-0.7,0.348,0.589,1.18,-5.49,-2.85,3135
-0.699,0.347,0.592,0.99,-6.83,-2.12,3144
-0.7,0.347,0.596,1.05,-5.26,-2.13,3144
-0.698,0.344,0.598,0.88,-5.06,-1.87,3143
-0.701,0.344,0.595,1.77,-4.64,-0.92,3143
-0.694,0.341,0.602,1.76,-4.1,-0.14,3116
-0.693,0.342,0.605,1.65,-3.73,-0.24,3113
-0.693,0.342,0.607,1.59,-3.3,0.08,3103
-0.691,0.342,0.609,1.52,-2.95,0.22,3099
-0.689,0.342,0.611,1.42,-2.62,0.08,3097
-0.69,0.341,0.613,1.36,-2.37,-0.11,3088
-0.689,0.341,0.614,1.3,-2.15,0.04,3087
-0.688,0.341,0.616,1.25,-1.91,0.13,3086
-0.688,0.341,0.617,1.22,-1.76,0.08,3087
-0.688,0.342,0.618,1.19,-1.6,0.11,3098
-0.688,0.342,0.618,1.15,-1.42,0.24,3112
-0.688,0.342,0.619,1.16,-1.32,0.36,3132
-0.687,0.343,0.62,1.16,-1.17,0.55,3182
-0.688,0.343,0.622,1.11,-1.04,0.5,3242
-0.686,0.344,0.623,1.04,-0.98,0.28,3277
-0.686,0.344,0.625,0.97,-0.94,0.01,3290
-0.684,0.344,0.625,0.95,-0.81,0.02,3244
-0.686,0.346,0.627,0.74,-0.84,-0.4,3180
-0.687,0.344,0.628,0.73,-0.7,-0.29,3147
-0.687,0.344,0.627,0.74,-0.6,-0.05,3144
-0.686,0.345,0.628,0.6,-0.6,-0.64,3143
-0.687,0.344,0.628,0.57,-0.57,-0.85,3133
-0.687,0.343,0.628,0.62,-0.51,-0.74,3131
-0.688,0.342,0.628,0.64,-0.48,-0.75,3119
-0.688,0.342,0.628,0.67,-0.39,-0.6,3114
-0.687,0.341,0.628,0.68,-0.32,-0.45,3098
-0.687,0.341,0.628,0.69,-0.28,-0.37,3085
-0.687,0.341,0.628,0.7,-0.26,-0.3,3087
-0.687,0.341,0.628,0.71,-0.21,-0.24,3100
-0.687,0.341,0.628,0.72,-0.19,-0.18,3099
-0.687,0.341,0.628,0.71,-0.18,-0.1,3088
-0.687,0.341,0.628,0.72,-0.16,-0.05,3088
-0.686,0.341,0.628,0.72,-0.13,0.0,3087
-0.686,0.34,0.628,0.73,-0.11,0.04,3085
-0.686,0.34,0.628,0.76,-0.1,0.05,3084
-0.687,0.34,0.629,0.77,-0.08,0.08,3085
-0.687,0.34,0.629,0.78,-0.09,0.11,3083
-0.687,0.34,0.629,0.78,-0.07,0.12,3081
-0.687,0.34,0.628,0.78,-0.05,0.16,3082
-0.687,0.34,0.628,0.81,-0.03,0.18,3081
-0.687,0.34,0.628,0.81,-0.01,0.2,3072
-0.687,0.34,0.628,0.81,0.03,0.23,3081
-0.687,0.34,0.628,0.83,0.03,0.22,3072
-0.687,0.341,0.628,0.83,0.03,0.23,3072
-0.688,0.341,0.628,0.83,0.0,0.24,3072
-0.687,0.341,0.628,0.83,-0.02,0.22,3080
-0.687,0.341,0.628,0.83,-0.03,0.24,3072
-0.687,0.34,0.628,0.81,-0.02,0.24,3071
-0.687,0.34,0.628,0.82,-0.01,0.24,3080
-0.687,0.34,0.629,0.81,-0.0,0.25,3072
-0.687,0.34,0.629,0.82,0.01,0.3,3070
-0.687,0.341,0.628,0.83,0.01,0.29,3081
-0.688,0.34,0.628,0.82,0.01,0.3,3071
-0.687,0.34,0.628,0.83,0.02,0.29,3079
-0.687,0.34,0.628,0.86,-0.0,0.28,3072
-0.687,0.34,0.629,0.86,0.01,0.27,3080
-0.687,0.34,0.629,0.87,0.01,0.29,3070
-0.687,0.34,0.629,0.86,0.01,0.29,3079
-0.687,0.34,0.629,0.87,0.0,0.27,3071
-0.687,0.34,0.629,0.85,0.01,0.29,3070
-0.687,0.34,0.629,0.84,0.01,0.29,3071
-0.687,0.341,0.629,0.85,0.02,0.3,3078
-0.687,0.34,0.629,0.87,0.02,0.31,3070
-0.687,0.34,0.629,0.88,0.02,0.29,3070
-0.687,0.34,0.629,0.87,0.03,0.29,3071
-0.687,0.34,0.629,0.87,0.04,0.3,3070
-0.687,0.341,0.629,0.87,0.05,0.29,3071
-0.687,0.341,0.629,0.88,0.02,0.34,3070
-0.687,0.34,0.629,0.86,0.02,0.32,3072
-0.687,0.341,0.629,0.87,0.06,0.34,3070
-0.687,0.341,0.629,0.86,0.06,0.32,3070
-0.687,0.341,0.628,0.85,0.07,0.32,3070
-0.687,0.341,0.629,0.87,0.05,0.32,3070
-0.687,0.341,0.628,0.87,0.04,0.33,3069
-0.687,0.341,0.628,0.88,0.04,0.34,3070
-0.687,0.341,0.628,0.87,0.04,0.34,3070
-0.687,0.341,0.628,0.88,0.03,0.34,3068
-0.687,0.341,0.629,0.88,0.02,0.31,3070
-0.687,0.341,0.629,0.88,0.02,0.32,3070
-0.687,0.341,0.629,0.88,0.03,0.34,3069
-0.687,0.341,0.628,0.87,0.03,0.35,3069
-0.687,0.341,0.629,0.87,0.04,0.34,3070
-0.688,0.341,0.629,0.87,0.06,0.34,3071
-0.687,0.341,0.629,0.86,0.04,0.34,3070
-0.687,0.341,0.629,0.85,0.03,0.35,3070
-0.687,0.341,0.629,0.86,0.03,0.35,3070
-0.687,0.341,0.629,0.85,0.04,0.35,3069
-0.687,0.341,0.629,0.83,0.05,0.34,3068
-0.687,0.341,0.629,0.83,0.04,0.33,3068
-0.687,0.341,0.628,0.83,0.05,0.32,3068
-0.687,0.341,0.628,0.85,0.05,0.32,3070
-0.687,0.342,0.628,0.86,0.05,0.31,3069
-0.687,0.342,0.628,0.87,0.04,0.31,3068
-0.687,0.342,0.629,0.87,0.05,0.3,3069
-0.687,0.342,0.629,0.86,0.06,0.3,3069
-0.687,0.342,0.628,0.87,0.05,0.31,3068
-0.687,0.342,0.629,0.87,0.06,0.31,3068
-0.687,0.342,0.629,0.86,0.06,0.31,3069
-0.688,0.341,0.629,0.87,0.06,0.31,3069
-0.687,0.341,0.629,0.87,0.07,0.32,3068
-0.687,0.341,0.629,0.87,0.07,0.33,3069
-0.687,0.341,0.629,0.86,0.08,0.32,3068
-0.688,0.34,0.629,0.86,0.06,0.32,3069
-0.688,0.34,0.629,0.87,0.06,0.31,3069
-0.687,0.34,0.629,0.88,0.06,0.31,3068
-0.687,0.34,0.628,0.89,0.06,0.33,3069
-0.687,0.34,0.629,0.88,0.06,0.33,3069
-0.687,0.34,0.629,0.86,0.07,0.35,3069
-0.688,0.34,0.629,0.86,0.08,0.34,3069
-0.688,0.341,0.628,0.86,0.08,0.33,3069
-0.688,0.34,0.629,0.87,0.08,0.32,3069
-0.687,0.341,0.628,0.88,0.09,0.34,3067
-0.687,0.341,0.628,0.86,0.09,0.34,3068
-0.687,0.341,0.628,0.88,0.1,0.36,3067
-0.687,0.341,0.628,0.88,0.09,0.34,3067
-0.687,0.341,0.629,0.88,0.07,0.34,3068
-0.687,0.341,0.629,0.89,0.07,0.36,3069
-0.687,0.341,0.629,0.88,0.04,0.34,3067
-0.686,0.342,0.629,0.88,0.05,0.35,3068
-0.686,0.342,0.629,0.88,0.05,0.34,3068
-0.686,0.342,0.629,0.87,0.07,0.36,3068
-0.687,0.341,0.629,0.88,0.06,0.35,3067
-0.687,0.341,0.628,0.87,0.05,0.34,3068
-0.687,0.341,0.629,0.87,0.05,0.34,3069
-0.687,0.341,0.629,0.88,0.06,0.34,3067
-0.687,0.341,0.629,0.89,0.05,0.34,3068
-0.686,0.341,0.629,0.88,0.06,0.35,3068
-0.687,0.341,0.629,0.88,0.06,0.35,3067
-0.687,0.341,0.629,0.87,0.08,0.34,3067
-0.687,0.341,0.629,0.85,0.09,0.36,3069
-0.687,0.342,0.629,0.87,0.06,0.36,3069
-0.687,0.342,0.629,0.86,0.07,0.34,3069
-0.687,0.342,0.629,0.85,0.06,0.35,3067
-0.687,0.341,0.629,0.86,0.05,0.34,3067
-0.687,0.342,0.629,0.87,0.04,0.34,3069
-0.687,0.342,0.629,0.87,0.04,0.34,3069
-0.687,0.341,0.629,0.87,0.04,0.33,3068
-0.687,0.341,0.629,0.87,0.07,0.32,3067
-0.687,0.342,0.629,0.87,0.06,0.33,3069
-0.686,0.342,0.629,0.87,0.05,0.32,3067
-0.686,0.342,0.629,0.86,0.04,0.31,3068
-0.687,0.341,0.629,0.85,0.05,0.32,3069
-0.687,0.341,0.629,0.86,0.04,0.32,3068
-0.687,0.341,0.629,0.87,0.03,0.32,3068
-0.686,0.341,0.629,0.87,0.02,0.3,3067
-0.687,0.341,0.629,0.88,0.02,0.29,3068
-0.687,0.341,0.629,0.87,0.03,0.28,3067
-0.688,0.34,0.629,0.82,0.27,-0.08,3067
-0.688,0.34,0.629,0.84,0.23,-0.04,3069
-0.688,0.34,0.629,0.83,0.21,-0.01,3069
-0.688,0.34,0.629,0.83,0.21,0.03,3068
-0.688,0.34,0.629,0.84,0.2,0.05,3070
-0.688,0.34,0.629,0.84,0.18,0.09,3068
-0.688,0.34,0.629,0.85,0.18,0.1,3068
-0.688,0.34,0.629,0.86,0.18,0.14,3068
-0.688,0.341,0.629,0.86,0.17,0.15,3068
-0.688,0.341,0.628,0.85,0.17,0.16,3066
-0.687,0.34,0.629,0.89,0.13,0.19,3069
-0.687,0.34,0.628,0.87,0.14,0.2,3067
-0.687,0.34,0.628,0.87,0.12,0.2,3068
-0.687,0.34,0.628,0.85,0.13,0.21,3069
-0.687,0.34,0.628,0.86,0.14,0.23,3068
-0.687,0.34,0.628,0.86,0.12,0.23,3068
-0.687,0.34,0.628,0.87,0.11,0.24,3068
-0.687,0.341,0.628,0.86,0.09,0.26,3067
-0.687,0.341,0.628,0.84,0.1,0.27,3067
-0.687,0.341,0.628,0.85,0.1,0.28,3069
-0.687,0.341,0.628,0.85,0.11,0.28,3068
-0.687,0.341,0.628,0.86,0.1,0.27,3068
-0.687,0.341,0.628,0.87,0.1,0.28,3068
-0.687,0.341,0.628,0.86,0.08,0.28,3067
-0.687,0.341,0.628,0.86,0.07,0.3,3068
-0.688,0.341,0.628,0.86,0.05,0.28,3067
-0.688,0.341,0.628,0.87,0.04,0.29,3067
-0.688,0.342,0.629,0.88,0.05,0.27,3068
-0.687,0.341,0.628,0.88,0.04,0.27,3067
-0.687,0.341,0.628,0.88,0.05,0.29,3069
-0.687,0.341,0.629,0.88,0.04,0.29,3067
-0.687,0.341,0.628,0.87,0.03,0.29,3067
-0.687,0.341,0.628,0.87,0.03,0.27,3067
-0.687,0.341,0.628,0.87,0.02,0.28,3069
-0.688,0.341,0.628,0.86,0.01,0.28,3068
-0.688,0.341,0.628,0.86,0.0,0.27,3069
-0.688,0.341,0.628,0.86,0.02,0.27,3068
-0.688,0.341,0.628,0.87,0.01,0.27,3068
-0.688,0.341,0.628,0.88,0.02,0.27,3069
-0.688,0.34,0.628,0.87,0.01,0.29,3068
-0.688,0.341,0.628,0.87,0.02,0.29,3069
-0.687,0.341,0.628,0.87,0.02,0.3,3068
-0.687,0.34,0.628,0.87,0.02,0.28,3067
-0.687,0.34,0.628,0.86,0.02,0.28,3067
-0.687,0.341,0.628,0.87,0.02,0.28,3068
-0.687,0.341,0.628,0.88,0.01,0.28,3069
-0.687,0.341,0.628,0.89,0.02,0.3,3068
-0.687,0.341,0.627,0.91,0.03,0.3,3067
-0.687,0.34,0.627,0.91,0.04,0.32,3067
-0.686,0.341,0.628,0.91,0.04,0.32,3068
-0.687,0.34,0.628,0.91,0.05,0.31,3068
-0.687,0.34,0.627,0.91,0.05,0.31,3068
-0.686,0.34,0.627,0.91,0.06,0.29,3069
-0.687,0.34,0.627,0.91,0.06,0.28,3068
-0.686,0.34,0.627,0.9,0.05,0.29,3069
-0.686,0.34,0.627,0.88,0.06,0.3,3067
-0.687,0.34,0.627,0.9,0.07,0.31,3067
-0.687,0.34,0.627,0.9,0.05,0.31,3067
-0.686,0.34,0.628,0.9,0.06,0.31,3068
-0.686,0.34,0.628,0.9,0.06,0.31,3068
-0.687,0.341,0.628,0.9,0.05,0.32,3070
-0.687,0.341,0.628,0.9,0.04,0.3,3067
-0.686,0.341,0.628,0.89,0.03,0.3,3068
-0.687,0.341,0.628,0.9,0.03,0.3,3068
-0.687,0.341,0.628,0.88,0.04,0.31,3068
-0.687,0.341,0.628,0.89,0.04,0.3,3067
-0.687,0.341,0.628,0.9,0.05,0.31,3068
-0.687,0.341,0.628,0.89,0.06,0.31,3068
-0.686,0.341,0.628,0.88,0.05,0.3,3068
-0.686,0.341,0.628,0.88,0.05,0.29,3068
-0.686,0.341,0.629,0.88,0.05,0.29,3068
-0.686,0.341,0.629,0.88,0.06,0.3,3068
-0.687,0.341,0.629,0.89,0.06,0.3,3067
-0.686,0.341,0.628,0.89,0.06,0.29,3068
-0.687,0.341,0.628,0.9,0.06,0.3,3067
-0.687,0.341,0.629,0.9,0.06,0.28,3068
-0.687,0.341,0.629,0.84,0.02,-0.01,3067
-0.687,0.342,0.628,0.83,0.03,0.02,3069
-0.687,0.342,0.628,0.83,0.04,0.05,3067
-0.687,0.342,0.628,0.83,0.04,0.09,3067
-0.687,0.342,0.628,0.84,0.05,0.1,3068
-0.687,0.341,0.628,0.85,0.06,0.11,3068
-0.686,0.341,0.628,0.85,0.06,0.12,3068
-0.687,0.341,0.627,0.85,0.05,0.16,3067
-0.686,0.341,0.628,0.85,0.07,0.17,3068
-0.687,0.341,0.628,0.86,0.05,0.18,3067
-0.687,0.341,0.628,0.85,0.06,0.22,3067
-0.687,0.341,0.628,0.85,0.04,0.21,3067
-0.687,0.34,0.628,0.85,0.04,0.22,3067
-0.687,0.34,0.628,0.85,0.03,0.23,3067
-0.687,0.34,0.628,0.86,0.03,0.24,3068
-0.688,0.34,0.628,0.84,0.01,0.25,3068
-0.688,0.34,0.628,0.84,0.02,0.25,3068
-0.688,0.34,0.628,0.85,0.03,0.25,3067
-0.688,0.34,0.628,0.83,0.02,0.26,3067
